ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V)
A197,"Indicator SubRed Slow Blow Movement 3A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 3A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,3.0,250.0,250.0,0.0
A198,"Indicator SubRed Slow Blow Movement 3A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 3A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,3.0,250.0,250.0,0.0
A199,"Indicator SubRed Slow Blow Movement 4A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 4A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,4.0,250.0,250.0,0.0
A200,"Indicator SubRed Slow Blow Movement 4A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 4A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,4.0,250.0,250.0,0.0
A201,"Indicator SubRed Slow Blow Movement 5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,5.0,250.0,250.0,0.0
A202,"Indicator SubRed Slow Blow Movement 5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,5.0,250.0,250.0,0.0
A203,"Indicator SubRed Slow Blow Movement 1.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 1.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,1.5,250.0,250.0,0.0
A204,"Indicator SubRed Slow Blow Movement 1.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 1.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,1.5,250.0,250.0,0.0
A205,"Indicator SubRed Slow Blow Movement 2.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 2.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,2.5,250.0,250.0,0.0
A206,"Indicator SubRed Slow Blow Movement 2.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 2.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,2.5,250.0,250.0,0.0
A207,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.25,250.0,250.0,0.0
A208,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.25,250.0,250.0,0.0
A209,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.5,250.0,250.0,0.0
A210,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.5,250.0,250.0,0.0
A211,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.75,250.0,250.0,0.0
A212,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,0.75,250.0,250.0,0.0
A213,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5x20mm,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.0,20.0,50.0,2.0,125.0,0.0,0.0
A214,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Med,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A215,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A216,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5x20mm,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.0,20.0,50.0,2.0,125.0,0.0,0.0
A217,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,5.0,250.0,250.0,0.0
A218,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A219,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/PSE/SEMKO/UL Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 250VDC, 35A (IR), Through Hole, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,THROUGH HOLE,55.0,-55.0,5.2,20.0,35.0,2.5,250.0,250.0,2.5
A220,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A221,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A222,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.2,250.0,250.0,0.0
A223,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A224,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A225,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A226,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.4,250.0,250.0,0.0
A227,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A228,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.5,250.0,250.0,0.0
A229,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A230,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.63,250.0,250.0,0.0
A231,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A232,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A233,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 1500A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.0,250.0,250.0,0.0
A234,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.0,250.0,250.0,2.0
A235,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 10A, 1500A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,1500.0,10.0,250.0,250.0,0.0
A236,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A237,"Indicator Red Slow Blow Movement 12A 250V Axial 5 X 20mm Ceramic Bulk CE/CSA/PSE/SEMKO/UL Electric Indicator, Time Lag Blow, 12A, 250VAC, 250VDC, 1500A (IR), Through Hole, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,22.5,1500.0,12.0,250.0,250.0,12.0
A238,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.6,250.0,250.0,0.0
A239,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk BSI/CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",UNKNOWN,NOT SPECIFIED,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,2.5
A240,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,2.5,250.0,250.0,0.0
A241,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,6.3
A242,"Indicator Red Fast Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.0,250.0,250.0,0.0
A243,"Indicator Red Fast Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.0,250.0,250.0,0.0
A244,"Indicator Red Fast Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic BSI/CCC/CE/CSA/KC/PSE/SEMKO/VDE/cULus Electric Indicator, Fast Blow, 4A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,4.0,250.0,250.0,0.0
A245,"Indicator Red Fast Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,5.0,250.0,250.0,0.0
A246,"Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/TUV/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0
A247,"Indicator Red Fast Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0
A248,nan,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,8.0,250.0,250.0,0.0
A249,"Indicator Red Fast Movement 10A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,10.0,250.0,250.0,0.0
A250,"Indicator Red Fast Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,10.0,250.0,250.0,0.0
A251,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,THROUGH HOLE,55.0,-55.0,5.8,22.5,1200.0,1.6,250.0,250.0,0.0
A252,"Indicator Red Fast Movement 1.6A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Through Hole, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,22.5,1500.0,1.6,250.0,250.0,0.0
A253,"Indicator Red Fast Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.6,250.0,250.0,0.0
A254,"Indicator Red Fast Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.6,250.0,250.0,0.0
A255,"Indicator Red Fast Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,0.0
A256,"Indicator Red Fast Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,0.0
A257,"Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.05,250.0,250.0,0.0
A258,"Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,0.0
A259,"Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,0.0
A260,"Indicator Red Fast Movement 0.063A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.063,6.3,250.0,250.0,0.0
A261,"Indicator 250V 5X20 6.3A Electric Indicator, Fast Blow, 6.3A, 1500A (IR), Supplemental, 5x20mm",UNKNOWN,NOT SPECIFIED,FAST,CERAMIC,5x20mm,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.2,20.0,250.0,6.3,250.0,250.0,0.0
A262,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A263,"Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.08,0.8,250.0,250.0,0.0
A264,"Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1200A (IR), Through Hole",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Med,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,6.0,22.5,1200.0,0.1,250.0,250.0,0.0
A265,"Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Through Hole, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,6.0,22.5,1500.0,0.1,250.0,250.0,0.0
A266,"Indicator Red Fast Movement 0.1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.1,250.0,250.0,0.0
A267,"Indicator Red Fast Movement 12.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/PSE/UL/VDE Electric Indicator, Fast Blow, 12.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,12.5,250.0,250.0,0.0
A268,"Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,125.0,-55.0,5.2,20.0,0.125,1.25,250.0,250.0,0.0
A269,"Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.16,250.0,250.0,0.0
A270,"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.2,250.0,250.0,0.0
A271,"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.2,250.0,250.0,0.0
A272,"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.25,250.0,250.0,0.0
