ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V)
A273,"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.315,3.15,250.0,250.0,0.0
A274,"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.4,250.0,250.0,0.0
A275,"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.5,250.0,250.0,0.0
A276,"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.63,250.0,250.0,0.0
A277,"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.63,250.0,250.0,0.0
A278,"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.8,250.0,250.0,0.0
A279,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,3.0,250.0,250.0,0.0
A280,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,4.0,250.0,250.0,0.0
A281,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,5.0,250.0,250.0,0.0
A282,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,8.0,250.0,250.0,0.0
A283,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,10.0,250.0,250.0,0.0
A284,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.5,250.0,250.0,0.0
A285,nan,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.6,250.0,250.0,0.0
A286,"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.2,250.0,250.0,0.2
A287,"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.25,250.0,250.0,0.25
A288,"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.5,250.0,250.0,0.5
A289,nan,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.5,250.0,250.0,0.0
A290,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.6,250.0,250.0,0.0
A291,Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE ELECTRIC Indicator,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.8,250.0,250.0,0.0
A292,"Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.8,250.0,250.0,0.8
A293,"Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,1.0,250.0,250.0,0.0
A294,"Indicator Red Slow Blow Movement 1A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,1.0,250.0,250.0,0.0
A295,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,2.0,250.0,250.0,0.0
A296,"Indicator Red Slow Blow Movement 2A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,2.0,250.0,250.0,0.0
A297,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 250VAC, 40A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,40.0,4.0,250.0,250.0,0.0
A298,"Indicator Red Slow Blow Movement 4A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 40A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,40.0,4.0,250.0,250.0,0.0
A299,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 5A, 250VAC, 50A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,5.0,250.0,250.0,0.0
A300,nan,SLOW,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,5.0,250.0,250.0,0.0
A301,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 250VAC, 80A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,80.0,8.0,250.0,250.0,0.0
A302,"Indicator Red Slow Blow Movement 8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 80A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,80.0,8.0,250.0,250.0,0.0
A303,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,100.0,10.0,250.0,250.0,0.0
A304,"Indicator Red Slow Blow Movement 10A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 100A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,100.0,10.0,250.0,250.0,0.0
A305,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,15.0,250.0,250.0,0.0
A306,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,1.6,250.0,250.0,0.0
A307,"Indicator Red Slow Blow Movement 1.6A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,1.6,250.0,250.0,0.0
A308,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 35A (IR), Inline/holder",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,2.5,250.0,250.0,0.0
A309,"Indicator Red Slow Blow Movement 2.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,2.5,250.0,250.0,0.0
A310,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.032,250.0,250.0,0.0
A311,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.04,250.0,250.0,0.0
A312,"Indicator Red Slow Blow Movement 0.05A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.05A, 35A (IR), Supplemental, 5x20mm",SLOW,MOTOR CIRCUIT,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,0.05,250.0,250.0,0.0
A313,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,63.0,6.3,250.0,250.0,0.0
A314,"Indicator Red Slow Blow Movement 6.3A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 63A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,63.0,6.3,250.0,250.0,0.0
A315,nan,SLOW,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.08,250.0,250.0,0.0
A316,"Indicator Red Slow Blow Movement 0.1A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.1A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,0.1,250.0,250.0,0.0
A317,"Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,125.0,-55.0,5.2,20.0,35.0,0.125,250.0,250.0,0.0
A318,"Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,125.0,-55.0,5.2,20.0,35.0,0.125,250.0,250.0,0.0
A319,"Indicator Red Slow Blow Movement 0.125A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,125.0,-55.0,4.7,20.0,0.125,1.25,250.0,250.0,0.0
A320,"Indicator Red Slow Blow Movement 0.2A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.2A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,0.2,250.0,250.0,0.0
A321,"Indicator Red Slow Blow Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.25A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.25,250.0,250.0,0.0
A322,"Indicator Red Slow Blow Movement 0.25A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.25A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,0.25,250.0,250.0,0.0
A323,nan,SLOW,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.25,250.0,250.0,0.0
A324,"Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,3.15,250.0,250.0,0.0
A325,"Indicator Red Slow Blow Movement 3.15A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.315A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,3.15,250.0,250.0,0.0
A326,"Indicator Red Slow Blow Movement 0.4A 250V Axial 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Through Hole, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,22.5,35.0,0.4,250.0,250.0,0.0
A327,"Indicator Red Slow Blow Movement 0.4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.4,250.0,250.0,0.0
A328,"Indicator Red Slow Blow Movement 0.4A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,0.4,250.0,250.0,0.0
A329,"Indicator Red Slow Blow Movement 0.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.5A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,0.5,250.0,250.0,0.0
A330,"Indicator Red Slow Blow Movement 0.63A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.63A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,0.63,250.0,250.0,0.0
A331,"Indicator Red Slow Blow Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.8,250.0,250.0,0.0
A332,"Indicator Red Slow Blow Movement 0.8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,0.8,250.0,250.0,0.0
A333,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,150.0,1.0,250.0,250.0,0.0
A334,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.0,250.0,250.0,0.0
A335,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,150.0,4.0,250.0,250.0,0.0
A336,nan,SLOW,NOT SPECIFIED,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,2.0,125.0,0.0,0.0
A337,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Bulk CCC/CSA/PSE/SEMKO/UL Electric Indicator, Time Lag Blow, 4A, 250VAC, 150A (IR), Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,UNKNOWN,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,150.0,4.0,250.0,250.0,0.0
A338,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,4.0,250.0,250.0,0.0
A339,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,150.0,5.0,250.0,250.0,0.0
A340,nan,SLOW,NOT SPECIFIED,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,2.0,125.0,0.0,0.0
A341,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 150A (IR), Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,150.0,2.5,250.0,250.0,0.0
A342,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A343,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.63,250.0,250.0,0.0
A344,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,6.3 X 32mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,14.48,14.48,50.0,4.0,250.0,250.0,0.0
A345,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,2AG,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,4.5,8.4,500.0,4.0,125.0,125.0,125.0
A346,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,6.3 X 32mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,14.48,14.48,50.0,5.0,125.0,125.0,0.0
A347,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,2AG,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,4.5,8.4,500.0,5.0,125.0,125.0,125.0
A348,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,6.3 X 32mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,14.48,14.48,50.0,6.0,250.0,250.0,0.0
A349,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,2AG,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,4.5,8.4,500.0,6.0,125.0,125.0,125.0
A350,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,6.3 X 32mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,14.48,14.48,50.0,7.0,250.0,250.0,0.0
A351,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,2AG,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,4.5,8.4,500.0,7.0,125.0,125.0,125.0
