ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A518,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.375,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A519,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.375,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A520,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.4,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.4A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A521,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.4,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.4A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A522,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.5,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A523,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.5,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.5A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A524,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.6,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.6A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A525,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.6,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.6A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A526,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.7,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.7A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A527,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.7,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.7A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A528,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.75,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.75A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A529,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.75,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.75A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A530,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.8,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.8A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.3mm x 8.4mm.
A531,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,3AB,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,6.35,31.75,100.0,0.8,250.0,250.0,250.0,Industrial Part: nan. Rated Current: 0.8A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.35mm x 31.75mm.
A532,,FAST,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.05,50.0,2.5,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 2.5A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 1.05mm.
A533,"Indicator Chip Fast Movement 0.5A SMD Solder Pad 0402 Ceramic T/R UL Electric Indicator, Fast Blow, 0.5A, 35A (IR), 0402",FAST,CELL PHONES,FAST,CERAMIC,1 X 0.51mm,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.0,35.0,0.5,24.0,0.0,0.0,"Industrial Part: Indicator Chip Fast Movement 0.5A SMD Solder Pad 0402 Ceramic T/R UL Electric Indicator, Fast Blow, 0.5A, 35A (IR), 0402. Rated Current: 0.5A. Voltage: 24.0V. Material: CERAMIC. Physical Size: 6.1mm x 1.0mm."
A534,"Indicator Chip Fast Movement 0.75A SMD Solder Pad 0402 Ceramic T/R UL Electric Indicator, Fast Blow, 0.75A, 35A (IR), 0402",FAST,CELL PHONES,FAST,CERAMIC,1 X 0.51mm,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.0,35.0,0.75,24.0,0.0,0.0,"Industrial Part: Indicator Chip Fast Movement 0.75A SMD Solder Pad 0402 Ceramic T/R UL Electric Indicator, Fast Blow, 0.75A, 35A (IR), 0402. Rated Current: 0.75A. Voltage: 24.0V. Material: CERAMIC. Physical Size: 6.1mm x 1.0mm."
A535,"Indicator Chip Fast Movement 1A SMD Solder Pad 0402 T/R Electric Indicator, Fast Blow, 1A, 24VDC, 35A (IR), Surface Mount",FAST,MOTOR CIRCUIT,FAST,UNKNOWN,1 X 0.51mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,1.0,35.0,1.0,24.0,0.0,1.0,"Industrial Part: Indicator Chip Fast Movement 1A SMD Solder Pad 0402 T/R Electric Indicator, Fast Blow, 1A, 24VDC, 35A (IR), Surface Mount. Rated Current: 1.0A. Voltage: 24.0V. Material: UNKNOWN. Physical Size: 6.1mm x 1.0mm."
A536,"Indicator Chip Fast Movement 1.5A 24V SMD Solder Pad 0402 T/R Electric Indicator, Fast Blow, 1.5A, 24VDC, 35A (IR), Surface Mount",FAST,MOTOR CIRCUIT,FAST,UNKNOWN,1 X 0.51mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,1.0,35.0,1.5,24.0,0.0,1.5,"Industrial Part: Indicator Chip Fast Movement 1.5A 24V SMD Solder Pad 0402 T/R Electric Indicator, Fast Blow, 1.5A, 24VDC, 35A (IR), Surface Mount. Rated Current: 1.5A. Voltage: 24.0V. Material: UNKNOWN. Physical Size: 6.1mm x 1.0mm."
A537,"Indicator Chip Fast Movement 2A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 2A, 24VDC, 35A (IR), Surface Mount",FAST,MOTOR CIRCUIT,FAST,CERAMIC,1 X 0.51mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,1.0,35.0,2.0,24.0,0.0,2.0,"Industrial Part: Indicator Chip Fast Movement 2A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 2A, 24VDC, 35A (IR), Surface Mount. Rated Current: 2.0A. Voltage: 24.0V. Material: CERAMIC. Physical Size: 6.1mm x 1.0mm."
A538,"Indicator Chip Fast Movement 3A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 3A, 24VDC, 35A (IR), Surface Mount",FAST,MOTOR CIRCUIT,FAST,CERAMIC,1 X 0.51mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,1.0,35.0,3.0,24.0,0.0,3.0,"Industrial Part: Indicator Chip Fast Movement 3A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 3A, 24VDC, 35A (IR), Surface Mount. Rated Current: 3.0A. Voltage: 24.0V. Material: CERAMIC. Physical Size: 6.1mm x 1.0mm."
A539,"Indicator Chip Fast Movement 4A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 4A, 24VDC, 35A (IR), Surface Mount",FAST,MOTOR CIRCUIT,FAST,CERAMIC,1 X 0.51mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,1.0,35.0,4.0,24.0,0.0,4.0,"Industrial Part: Indicator Chip Fast Movement 4A SMD Solder Pad 0402 Ceramic T/R Electric Indicator, Fast Blow, 4A, 24VDC, 35A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 24.0V. Material: CERAMIC. Physical Size: 6.1mm x 1.0mm."
A540,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A541,Indicator Chip Very Fast Movement 1A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.0,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 1A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 1.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A542,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A543,Indicator Chip Very Fast Movement 2A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.0,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 2A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 2.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A544,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,3.0,32.0,32.0,32.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A545,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,3.0,32.0,32.0,32.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A546,Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,3.0,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A547,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,4.0,24.0,24.0,24.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A548,Indicator Chip Very Fast Movement 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,4.0,24.0,24.0,24.0,Industrial Part: Indicator Chip Very Fast Movement 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 4.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A549,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,5.0,24.0,24.0,24.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A550,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,7.0,24.0,24.0,24.0,Industrial Part: nan. Rated Current: 7.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A551,Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,7.0,24.0,24.0,24.0,Industrial Part: Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 7.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A552,"Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,1206,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,35.0,7.0,24.0,24.0,24.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206. Rated Current: 7.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A553,"Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 1.14mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,35.0,7.0,24.0,24.0,7.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206. Rated Current: 7.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A554,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A555,Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A556,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.5,32.0,32.0,32.0,Industrial Part: nan. Rated Current: 2.5A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A557,Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.5,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 2.5A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A558,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.25,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.25A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A559,Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.25,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 1.25A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A560,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.75,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A561,Indicator Chip Very Fast Movement 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,1.75,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 1.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A562,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.2,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.2A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A563,Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.2,125.0,125.0,125.0,Industrial Part: Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 0.2A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A564,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.25,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.25A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A565,Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.25,125.0,125.0,125.0,Industrial Part: Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 0.25A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A566,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.375,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A567,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.5,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 0.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A568,Indicator Chip Very Fast Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.5,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 0.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A569,,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.75,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 0.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A570,Indicator Chip Very Fast Movement 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL,VERY FAST,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.75,63.0,63.0,63.0,Industrial Part: Indicator Chip Very Fast Movement 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL. Rated Current: 0.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A571,,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,1206,High,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,1.0,63.0,0.0,0.0,Industrial Part: nan. Rated Current: 1.0A. Voltage: 63.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A572,,SLOW,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A573,Indicator Chip Slow Blow Movement 3.15A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator,SLOW,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,3.15,32.0,0.0,32.0,Industrial Part: Indicator Chip Slow Blow Movement 3.15A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator. Rated Current: 3.15A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A574,"Indicator 1.5A 63V Slow Blow Movement 2-Pin Electric Indicator, Time Lag Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",SLOW,MOTOR CIRCUIT,SLOW,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,1.5,"Industrial Part: Indicator 1.5A 63V Slow Blow Movement 2-Pin Electric Indicator, Time Lag Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A575,"Indicator Chip Slow Blow Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Slow Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,1.5,"Industrial Part: Indicator Chip Slow Blow Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Slow Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A576,,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A577,,SLOW,MOTOR CIRCUIT,UNKNOWN,EPOXY,3.18 X 1.52 X 1.14mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.5,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 0.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
