ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A41,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,4.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A42,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,4.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A43,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,4.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A44,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,5.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 5.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A45,"Indicators PN Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5 X 20mm,Low,UNKNOWN,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,5.0,250.0,250.0,150.0,"Industrial Part: Indicators PN Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 5.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.2mm x 20.0mm."
A46,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,5.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 5.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A47,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A48,"Indicators PN Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5 X 20mm,Low,UNKNOWN,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,150.0,"Industrial Part: Indicators PN Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 6.3A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.2mm x 20.0mm."
A49,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A50,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,8.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A51,"Indicators PN Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5 X 20mm,Low,UNKNOWN,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,8.0,250.0,250.0,150.0,"Industrial Part: Indicators PN Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 8.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.2mm x 20.0mm."
A52,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,8.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A53,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,10.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 10.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A54,"Indicators PN Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5 X 20mm,Low,UNKNOWN,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,10.0,250.0,250.0,150.0,"Industrial Part: Indicators PN Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 10.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.2mm x 20.0mm."
A55,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,1000.0,10.0,250.0,250.0,150.0,"Industrial Part: Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount. Rated Current: 10.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A56,"Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,125.0,-55.0,5.2,20.0,500.0,12.5,250.0,250.0,125.0,"Industrial Part: Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount. Rated Current: 12.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A57,"Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,125.0,-55.0,5.2,20.0,500.0,12.5,250.0,250.0,125.0,"Industrial Part: Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount. Rated Current: 12.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A58,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,125.0,-55.0,5.2,20.0,500.0,16.0,250.0,250.0,125.0,"Industrial Part: Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount. Rated Current: 16.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A59,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,125.0,-55.0,5.2,20.0,500.0,16.0,250.0,250.0,125.0,"Industrial Part: Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount. Rated Current: 16.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A60,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,CERAMIC,5 X 20mm,Low,HOLDER,SURFACE MOUNT,125.0,-55.0,5.2,20.0,500.0,16.0,250.0,250.0,125.0,"Industrial Part: Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount. Rated Current: 16.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A61,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 15mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,1.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 1.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A62,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 15mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,2.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A63,"Indicator Holder 20A 500VAC Solder Lug Panel Mount Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm|6.3mm X 32mm,Low,PANEL MOUNT,NOT SPECIFIED,55.0,-55.0,5.0,49.0,50.0,20.0,500.0,500.0,0.0,"Industrial Part: Indicator Holder 20A 500VAC Solder Lug Panel Mount Box Indicator ACCESSORY, Indicator HOLDER. Rated Current: 20.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 5.0mm x 49.0mm."
A64,Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,6.3mm X 32mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,16.0,250.0,250.0,0.0,Industrial Part: Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-. Rated Current: 16.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.3mm x 8.4mm.
A65,Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,6.3mm X 32mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,16.0,250.0,250.0,0.0,Industrial Part: Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-. Rated Current: 16.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 6.3mm x 8.4mm.
A66,Indicator Holder 20A 250VAC Solder Lug Panel Mount Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm|6.3mm X 32mm,Low,PANEL MOUNT,NOT SPECIFIED,55.0,-55.0,5.0,45.0,50.0,20.0,250.0,250.0,0.0,Industrial Part: Indicator Holder 20A 250VAC Solder Lug Panel Mount Box Indicator ACCESSORY. Rated Current: 20.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 45.0mm.
A67,Indicator Holder 20A 250VAC Quick Connect Panel Mount Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm|6.3mm X 32mm,Low,PANEL MOUNT,NOT SPECIFIED,55.0,-55.0,5.0,46.5,50.0,20.0,250.0,250.0,0.0,Industrial Part: Indicator Holder 20A 250VAC Quick Connect Panel Mount Box Indicator ACCESSORY. Rated Current: 20.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 46.5mm.
A68,Indicator Holder 30A 500VAC Through Hole Pin Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,6.3mm X 32mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,14.9,8.4,50.0,30.0,500.0,500.0,0.0,Industrial Part: Indicator Holder 30A 500VAC Through Hole Pin Box Indicator ACCESSORY. Rated Current: 30.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 14.9mm x 8.4mm.
A69,"Indicator Holder 6.3A 250VAC Solder Through Hole Box Indicator ACCESSORY, Indicator CLIP",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,9.5,31.0,50.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Holder 6.3A 250VAC Solder Through Hole Box Indicator ACCESSORY, Indicator CLIP. Rated Current: 6.3A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 9.5mm x 31.0mm."
A70,"Indicator Holder 12A 250VAC Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,5.0,31.5,50.0,12.0,250.0,250.0,0.0,"Industrial Part: Indicator Holder 12A 250VAC Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER. Rated Current: 12.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 31.5mm."
A71,"Indicator Holder 16A 250VAC Through Hole Pin Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm|6.3mm X 32mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,5.0,45.0,50.0,16.0,250.0,250.0,0.0,"Industrial Part: Indicator Holder 16A 250VAC Through Hole Pin Box Indicator ACCESSORY, Indicator HOLDER. Rated Current: 16.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 45.0mm."
A72,Indicator Holder 10A 250VAC Panel Mount Quick Connect Box Indicators/Accessories,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,PANEL MOUNT,NOT SPECIFIED,55.0,-55.0,5.0,35.1,50.0,10.0,250.0,250.0,0.0,Industrial Part: Indicator Holder 10A 250VAC Panel Mount Quick Connect Box Indicators/Accessories. Rated Current: 10.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 35.1mm.
A73,"Indicator Holder 6.3A 250V Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,9.5,8.4,50.0,6.3,250.0,0.0,0.0,"Industrial Part: Indicator Holder 6.3A 250V Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER. Rated Current: 6.3A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 9.5mm x 8.4mm."
A74,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,12.0,12.0,50.0,2.0,125.0,0.0,0.0,Industrial Part: Indicator Holder Surface Mount Tapend Reel Indicators/Accessories. Rated Current: 2.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 12.0mm x 12.0mm.
A75,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,12.0,12.0,50.0,2.0,125.0,0.0,0.0,Industrial Part: Indicator Holder Surface Mount Tapend Reel Indicators/Accessories. Rated Current: 2.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 12.0mm x 12.0mm.
A76,"Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,5.0,22.5,50.0,10.0,250.0,0.0,0.0,"Industrial Part: Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER. Rated Current: 10.0A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.0mm x 22.5mm."
A77,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0,Industrial Part: Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY. Rated Current: 10.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 5.0mm x 25.0mm.
A78,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0,Industrial Part: Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY. Rated Current: 10.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 5.0mm x 25.0mm.
A79,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0,Industrial Part: Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY. Rated Current: 10.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 5.0mm x 25.0mm.
A80,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0,Industrial Part: Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY. Rated Current: 10.0A. Voltage: 500.0V. Material: UNKNOWN. Physical Size: 5.0mm x 25.0mm.
A81,"Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",VERY FAST,MOTOR CIRCUIT,VERY FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A82,"Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder",VERY FAST,SEMICONDUCTOR PROTECTION,VERY FAST,GLASS,6.3 X 32mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,6.35,31.8,1500.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 6.3A. Voltage: 250.0V. Material: GLASS. Physical Size: 6.35mm x 31.8mm."
A83,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,4.0,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 125.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A84,Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.002,250.0,250.0,0.0,Industrial Part: Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator. Rated Current: 0.002A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A85,,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.004,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.004A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A86,,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.007,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.007A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A87,,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.01,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.01A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
A88,,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.014,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.014A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.0mm x 8.4mm.
